id,name,card_type,pokemon_type,hp,ex,stage,rarity,set,subset,ability_name,move1_name,move1_cost,move1_damage,move1_description,move2_name,move2_cost,move2_damage,move2_description,image,page
A4 066,Pichu,Pokemon,Lightning,30,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Crackly Toss,💭,,Take a Lightning Energy from your Energy Zone and attatch it to 1 of your Benched Basic Pokemon.,,,,,https://img.game8.co/4237306/b227565df5e939e1b63a3259323a081c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539974
A4 067,Mareep,Pokemon,Lightning,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Static Shock,🟡,20,,,,,,https://img.game8.co/4237308/762717ccb3ac70a26d23e22675eb2fe3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539975
A4 068,Flaaffy,Pokemon,Lightning,90,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,,Zap Kick,🟡🟡,50,,,,,,https://img.game8.co/4237051/8f100bb8854f0d66d3352d42abca0087.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539976
A4 069,Ampharos,Pokemon,Lightning,150,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Thunder Punch,🟡🟡,80+,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokemon also does 20 damage to itself.",,,,,https://img.game8.co/4237583/a37f79b75db30aeaf17836ae47a9c7ed.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539977
A4 070,Elekid,Pokemon,Lightning,30,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Zappy Shot,💭,,This attack does 20 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4237075/91777f1344eb83b925888974bf829d80.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539978
A4 071,Raikou,Pokemon,Lightning,90,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Thunder,🟡🔘,70,This Pokemon also does 20 damage to itself.,,,,,https://img.game8.co/4236440/6f34906595f06417eef91a4b7cdcae71.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539979
A4 072,Emolga,Pokemon,Lightning,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Raging Thunder,🟡,40,This attack also does 10 damage to 1 of your Benched Pokemon.,,,,,https://img.game8.co/4236112/717be66c5b373d8d1cf951d6393be883.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539980
A4 073,Slowpoke,Pokemon,Psychic,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Rest,🔘,,This Pokemon is now Asleep. Heal 30 damage from it.,,,,,https://img.game8.co/4236563/29be05e1340e381cdf5cd8572cc0e6f7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539981
A4 074,Slowking,Pokemon,Psychic,110,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,,Psychic,🟣🔘,10+,This attack does 30 more damage for each Energy attacked to your opponent's Active Pokemon.,,,,,https://img.game8.co/4273917/dde2fced47859491283609a2494567ca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539982
A4 075,Smoochum,Pokemon,Psychic,30,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Shivery Wave,💭,20x,This attack does 20 damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4237187/da6c09ce70c9e5d550adf6ae8629add9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539983
A4 076,Jynx,Pokemon,Psychic,80,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Attract Smack,🟣🔘,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4236216/a35ed124becee84269c578e6de69323b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539984
A4 077,Cleffa,Pokemon,Psychic,30,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Twinkly Call,💭,,Put a random Pokemon from your deck into your hand.,,,,,https://img.game8.co/4236559/0706c84b1a52b48b3db328155eb0ee3c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/538921
A4 078,Togepi,Pokemon,Psychic,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Charm,🔘,,"During your opponent's next turn, attacks used by the Defending Pokemon do -20 damage.",,,,,https://img.game8.co/4236439/900806d3da79788ea116708dd665c9a8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539985
A4 079,Togetic,Pokemon,Psychic,90,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Speed Dive,🔘🔘,30,,,,,,https://img.game8.co/4237189/a6116f941c64701921c90d6809df6e3e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539986
A4 080,Togekiss,Pokemon,Psychic,140,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,Celestial Blessing,Magical Shot,🟣🔘🔘,70,,,,,,https://img.game8.co/4237318/c019d032ec9fc1804cefef3048076ce1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539987
A4 081,Natu,Pokemon,Psychic,50,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Peck,🟣,20,,,,,,https://img.game8.co/4236576/980656d8f28349314d2bf88bebf1d7a4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539988
A4 082,Xatu,Pokemon,Psychic,80,1,Stage 1,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Life Drain,🟣🟣,,"Flip a coin. If heads, your opponent's Active Pokemon's remaining HP is now 10.",,,,,https://img.game8.co/4237310/15fc9806cf6ba32860c31846b9f37a34.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539989
A4 083,Espeon ex,Pokemon,Psychic,140,2,Stage 1,◇◇◇◇,Wisdom of Sea and Sky (A4),Lugia,Psychic Healing,Super Psy Bolt,🟣🟣,80,,,,,,https://img.game8.co/4237579/4de8dbd6d95502739cc08b1ee860c16c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/538926
A4 084,Unown,Pokemon,Psychic,60,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,GUARD,Hidden Power,🔘,20,,,,,,https://img.game8.co/4236437/9adb976a17358c4a0050180c772076c7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540163
A4 085,Unown,Pokemon,Psychic,60,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,POWER,Hidden Power,🔘,20,,,,,,https://img.game8.co/4237047/75ff487cad0fdfb5c801ec4e0d726413.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540162
A4 086,Wobbuffet,Pokemon,Psychic,90,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Reply Strongly,🟣🔘,30+,"If this Pokemon was damaged by an attack during your opponent's last turn while it was in the Active Spot, this attack does 50 more damage.",,,,,https://img.game8.co/4236556/936fedaba125b0cf7f6527c4204ff489.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539990
A4 087,Girafarig,Pokemon,Psychic,80,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Psybeam,🟣🔘🔘,50,Your opponent's Active Pokemon is now Confused.,,,,,https://img.game8.co/4236207/d74528b1ab2f79eb3dff004c7a444669.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539991
A4 088,Snubbull,Pokemon,Psychic,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Ram,🟣,20,,,,,,https://img.game8.co/4236422/f49a9f3309080438ccb92df846393971.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539992
A4 089,Granbull,Pokemon,Psychic,120,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Wild Tackle,🟣🟣🔘,100,This Pokemon also does 20 damage to itself.,,,,,https://img.game8.co/4237055/bd7aae1b73bcbd9133f2adfe76fefab1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539993
A4 090,Munna,Pokemon,Psychic,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Psyshot,🟣,20,,,,,,https://img.game8.co/4236568/6dcb9eed9ae5774cf00f6b2c4a0ec38f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539994
A4 091,Musharna,Pokemon,Psychic,110,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Dream Dance,🟣🔘,60,Both Active Pokemon are now Asleep.,,,,,https://img.game8.co/4236213/5219ab82fa5d1fec781595053630b361.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539995
A4 092,Onix,Pokemon,Fighting,100,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Headbutt,🔘🔘🔘,50,,,,,,https://img.game8.co/4236119/22f4a3583dd6516b1c7251c78858230d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539996
A4 093,Sudowoodo,Pokemon,Fighting,90,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Rock Throw,🟤🟤,50,,,,,,https://img.game8.co/4236115/72c2779eb3e2d928cdc35e5c0f79ee28.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539997
A4 094,Gligar,Pokemon,Fighting,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Glide,🔘,10,,,,,,https://img.game8.co/4236210/6eb04e7fac3f0ffdd42548a6db94a0f7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539998
A4 095,Gliscor,Pokemon,Fighting,100,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Sharp Fang,🔘🔘,60,,,,,,https://img.game8.co/4236205/3afcd9ba265ed02b083a6ce5571fb372.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/539999
A4 096,Swinub,Pokemon,Fighting,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Mud-Slap,🟤🔘,30,,,,,,https://img.game8.co/4236223/8166ab8887fce7f88e66a251ca366d2a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540000
A4 097,Piloswine,Pokemon,Fighting,100,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Heabutt Bounce,🟤🟤🔘,70,,,,,,https://img.game8.co/4236111/10260371742ccc73492bde39481bd337.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540001
A4 098,Mamoswine,Pokemon,Fighting,160,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Earthquake,🟤🟤🟤🔘,160,This attack also does 20 damage to each of your Benched Pokemon.,,,,,https://img.game8.co/4273921/802eb1874c2304552a95d45f9df0e010.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540002
A4 099,Phanpy,Pokemon,Fighting,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Reckless Charge,🟤,30,This Pokemon also does 10 damage to itself.,,,,,https://img.game8.co/4237184/8ec552480b8584b2bb0cd893c6528ec5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540003
A4 100,Donphan ex,Pokemon,Fighting,160,2,Stage 1,◇◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Gigantic Press,🟤,50+,"If this Pokemon has at least 2 extra Fighting Energy attached, this attack does 60 more damage.",,,,,https://img.game8.co/4236434/5eb9f6a7ce637a951b8400abcf9329a0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540004
A4 101,Tyrogue,Pokemon,Fighting,30,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Slappy Knuckle,💭,20,,,,,,https://img.game8.co/4236429/b90d0bdf495df02fdaa92974c2041d25.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540005
A4 102,Hitmontop,Pokemon,Fighting,80,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Piercing Spin,🟤,20,This attack also does 20 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4236203/2ad232d0e0df8edb9795f85097621c84.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540006
A4 103,Larvitar,Pokemon,Fighting,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Tackle,🔘,10,,,,,,https://img.game8.co/4236211/85443b05c568a9310f0d970e5fabced8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540007
A4 104,Pupitar,Pokemon,Fighting,80,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Guard Press,🔘🔘,20,"During your opponent's next turn, this Pokemon takes -30 damage from attacks.",,,,,https://img.game8.co/4237182/cef4c30d3bb3c1daa3454e59489a2536.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540008
A4 105,Binacle,Pokemon,Fighting,80,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Dual Chop,🟤🔘,30x,Flip 2 coins. This attack does 30 damage for each heads.,,,,,https://img.game8.co/4236566/23f16aba62aa45d9c7180b3789c4e7bc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540009
A4 106,Barbaracle,Pokemon,Fighting,120,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,,Dynamic Chop,🟤🔘🔘,70,,,,,,https://img.game8.co/4237045/3fed5b2773ef33c2ca1dda5674fd4d20.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540010
A4 107,Zubat,Pokemon,Darkness,50,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Venomous Fang,⚫,10,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4236425/c521d995012f33581086aaad97a9f356.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540011
A4 108,Golbat,Pokemon,Darkness,70,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Venomous Fang,⚫,20,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4237300/ea5ef744e93f138776818a8cf794a8ba.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540012
A4 109,Crobat ex,Pokemon,Darkness,170,2,Stage 2,◇◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Venomous Slash,⚫,70,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4237303/1edf84adf3eb8bdc36a647b3e6570544.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540013
A4 110,Spinarak,Pokemon,Darkness,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Pierce,⚫,20,,,,,,https://img.game8.co/4236424/d1bbd10250ca9d96e55a731cfcaa44bc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540014
A4 111,Ariados,Pokemon,Darkness,80,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Bind Down,⚫,40,"During your opponent's next turn, the Defending Pokemon can't retreat.",,,,,https://img.game8.co/4237185/8a8bfd2d1f50ca175e3950889aa8883f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540015
A4 112,Umbreon ex,Pokemon,Darkness,140,2,Stage 1,◇◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,Dark Chase,Darkness Fang,⚫⚫,80,,,,,,https://img.game8.co/4236433/cbda583eefc7884b0bcbeecf28519d3b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/538924
A4 113,Murkrow,Pokemon,Darkness,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Astonish,⚫,,"Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.",,,,,https://img.game8.co/4236575/fc58e9e3e660c0996851b7ce64204611.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540016
A4 114,Honchkrow,Pokemon,Darkness,120,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,,Dark Cutter,⚫🔘,60,,,,,,https://img.game8.co/4236614/3bcc890c67d58a30cf893112cc317b06.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540017
A4 115,Sneasel,Pokemon,Darkness,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Scratch,⚫,20,,,,,,https://img.game8.co/4236562/0d5840cd50d100fa61b7e34d0cadf477.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540018
A4 116,Weavile,Pokemon,Darkness,80,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,,Slash,⚫,50,,,,,,https://img.game8.co/4236561/7b4578824d82720428348eb2269c26e1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540038
A4 117,Houndour,Pokemon,Darkness,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Bite,⚫⚫,40,,,,,,https://img.game8.co/4236574/0d1390d3149ba6f6c04c004ba083631a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540037
A4 118,Houndoom,Pokemon,Darkness,110,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Diving Swipe,⚫⚫⚫,70,Discard a random card from your opponent's hand.,,,,,https://img.game8.co/4237048/36664b804d299ac91ba645fc72359d68.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540036
A4 119,Tyranitar,Pokemon,Darkness,160,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,Energy Plunder,Bluster Tail,⚫⚫⚫🔘,130,,,,,,https://img.game8.co/4236217/749c3fe77d2839266bea598e0efd56cc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540035
A4 120,Absol,Pokemon,Darkness,80,1,Basic,◇◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Leap Over,⚫,50,This attack does 30 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4236209/a803657c1c4f75a986f643c6666583e9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540049
A4 121,Forretress,Pokemon,Metal,130,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Shell Crash,⚪⚪🔘,80,,,,,,https://img.game8.co/4236214/76f5475951097c33264bd174295f2a55.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540048
A4 122,Steelix,Pokemon,Metal,150,1,Stage 1,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Heavy Impact,⚪🔘🔘🔘,110,,,,,,https://img.game8.co/4236432/9675d9742dc3370314d80eb7c7f07fdf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540047
A4 123,Scizor,Pokemon,Metal,100,1,Stage 1,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Gale Thrust,⚪⚪,50+,"If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 50 more damage.",,,,,https://img.game8.co/4237307/90ee56b0d5f86df29f54970f284486e8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540046
A4 124,Skarmory ex,Pokemon,Metal,140,2,Basic,◇◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Steel Wing,⚪⚪,70,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",,,,,https://img.game8.co/4236430/225b337061f5b09b89ab230d89a13ff0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540045
A4 125,Mawile,Pokemon,Metal,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Bite,⚪,30,,,,,,https://img.game8.co/4236204/f837ef0fe8cbb6c425fbeac6287e4326.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540044
A4 126,Klink,Pokemon,Metal,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Vise Grip,⚪,20,,,,,,https://img.game8.co/4236106/7d4861e7ceba3d3764766ededb348567.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540043
A4 127,Klang,Pokemon,Metal,80,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Gear Cutter,⚪🔘,40,,,,,,https://img.game8.co/4236114/e998f3b9742d94481d523b7ab07000b5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540042
A4 128,Klinklang,Pokemon,Metal,150,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Gear Spinner,⚪⚪🔘,70,"During your next turn, this Pokemon's Gear Spinner attack does +70 damage.",,,,,https://img.game8.co/4273922/7f0073279a2da0184df49e92a7f5ee6c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540041
A4 129,Spearow,Pokemon,Colorless,70,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Glide,🔘,10,,,,,,https://img.game8.co/4237180/56084b58bd0689c4f21fc88e55ecb4b7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540040
A4 130,Fearow,Pokemon,Colorless,90,1,Stage 1,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Peck Bugs,🔘,30+,"If your opponent's Active Pokemon is a Grass Pokemon, this attack does 40 more damage.",,,,,https://img.game8.co/4236101/9cd0384da239e5b343c9bc516c0fd810.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540059
A4 131,Chansey,Pokemon,Colorless,100,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Scrunch,🔘🔘,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",,,,,https://img.game8.co/4236220/6171ca8f46c20487049fe96971b9a468.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540058
A4 132,Blissey,Pokemon,Colorless,150,1,Stage 1,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Energy Blow,🔘🔘🔘,20+,This attack does 20 more damage for each Energy attached to this Pokemon.,,,,,https://img.game8.co/4237311/a9175b619e90957066cbf5a0046afc06.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540057
A4 133,Kangaskhan,Pokemon,Colorless,100,1,Basic,◇◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Cross-Cut,🔘,20+,"If your opponent's Active Pokemon is an Evolution Pokemon, this attack does 40 more damage.",,,,,https://img.game8.co/4236105/0f4e0f2bb417e97157a2a86e1c4d0eb6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540056
A4 134,Eevee,Pokemon,Colorless,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Find a Friend,🔘,,Put a random Pokemon from your deck into your hand.,,,,,https://img.game8.co/4236426/6c37429b31e530f6b88ce035fef9438c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540055
A4 135,Porygon,Pokemon,Colorless,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Lugia,,Ram,🔘,20,,,,,,https://img.game8.co/4236572/b5396d3f75880b8b3c9f54d61ba459d1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540054
A4 136,Porygon2,Pokemon,Colorless,80,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Lugia,Buggy Evolution,Spinning Attack,🔘,40,,,,,,https://img.game8.co/4273916/43fc7b72fb3ef916adc6fba783958d5a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540053
A4 137,Porygon-Z,Pokemon,Colorless,130,1,Stage 2,◇◇◇,Wisdom of Sea and Sky (A4),Lugia,,Slowing Beam,🔘🔘,70,"During your opponent's next turn, attacks used by the Defending Pokemon cost 1 Energy more.",,,,,https://img.game8.co/4273918/514db08405c37de6e46375393973e7dd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540052
A4 138,Sentret,Pokemon,Colorless,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Scratch,🔘,20,,,,,,https://img.game8.co/4236438/155d5e897eeb169454672175b7b4cd75.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540051
A4 139,Furret,Pokemon,Colorless,90,1,Stage 1,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Tail Smash,🔘,80,"Flip a coin. If tails, this attack does nothing.",,,,,https://img.game8.co/4236436/eb31ed82c6b5683fca3b3788f5d2a63d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540050
A4 140,Hoothoot,Pokemon,Colorless,50,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,Insomnia,Wing Attack,🔘🔘,30,,,,,,https://img.game8.co/4236218/fa1e4911149bcc7b24c33ba0ad633f34.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540068
A4 141,Noctowl,Pokemon,Colorless,100,1,Stage 1,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Fly,🔘🔘🔘,90,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokemon.",,,,,https://img.game8.co/4236100/8f0ce5b8689e7d907dc6e8b26a289fdc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540067
A4 142,Aipom,Pokemon,Colorless,50,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Imitate,🔘,,Draw cards until you have the same number of cards in your hand as your opponent.,,,,,https://img.game8.co/4236116/2d923749976a464a60482a0e9cbc26e2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540066
A4 143,Ambipom,Pokemon,Colorless,100,1,Stage 1,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Tail Jab,🔘,40,,,,,,https://img.game8.co/4237049/19dc19619ea2386a9f6cebcf95d2faeb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540065
A4 144,Dunsparce,Pokemon,Colorless,50,1,Basic,◇,Wisdom of Sea and Sky (A4),Any (Wisdom of Sea and Sky),,Sudden Flash,🔘,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4236113/777e0cbd48afee947c92bc681f80f3cf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540064
A4 145,Teddiursa,Pokemon,Colorless,60,1,Basic,◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Honey Snack,🔘,,Heal 20 damage from this Pokemon.,,,,,https://img.game8.co/4236224/4aa1ca266436ac97400c7ace5cbbfa1c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540063
A4 146,Ursaring,Pokemon,Colorless,120,1,Stage 1,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Swing Around,🔘🔘🔘,60+,Flip 2 coins. This attack does 20 more damage for each heads.,,,,,https://img.game8.co/4236431/c83ff821081c7513fe66b5ccb40ccde3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540062
A4 147,Stantler,Pokemon,Colorless,80,1,Basic,◇◇,Wisdom of Sea and Sky (A4),Ho-Oh,,Enhanced Horns,🔘🔘,20+,"If this Pokemon has a Pokemon Tool attached, this attack does 50 more damage.",,,,,https://img.game8.co/4237190/6dd0b5685629481b1316af815f6c5549.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/540061
