number,name,rarity,stage,HP,type,weakness,retreat_cost,ultra_beast,generation,illustrator,pack_name,pack_points,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,image,url
A2a 096,Arceus ex,♛,Basic,140,Colorless,Fighting,2,No,4,PLANETA CG Works,Triumphant Light (A2a) Arceus,2500,Fabled Luster,This Pokemon can't be affected by any Special Conditions.,,,,,Ultimate Force,*️⃣*️⃣*️⃣,70+,This attack does 20 more damage for each of your Benched Pokemon.,https://img.game8.co/4120264/1d4b0122ba849e8071459fbabd1972ed.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/502061
A2b 001,Weedle,◇,Basic,50,Grass,Fire,1,No,1,Akira Komayama,Shining Revelry (A2b) Shiny Charizard,35,,,Multiply,🟢,,Put 1 random Weedle from your deck onto your Bench.,,,,,https://img.game8.co/4140126/4478b32e0e5d8842906cc3e51fac9816.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507212
A2b 002,Kakuna,◇◇,Stage 1,80,Grass,Fire,2,No,1,,Shining Revelry (A2b) Shiny Charizard,70,,,String Shot,🟢,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4140066/98fda11ad80cbfc9421e81cc4c3df70f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507211
A2b 003,Beedrill ex,◇◇◇◇,Stage 2,170,Grass,Fire,1,No,1,PLANETA Igarashi,Shining Revelry (A2b) Shiny Charizard,500,,,Crushing Spear,🟢🟢,80,Discard a random Energy from your opponent's Active Pokemon.,,,,,https://img.game8.co/4140370/2397248b044619fa3200ce0d846599f0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507210
A2b 004,Pinsir,◇,Basic,90,Grass,Fire,2,No,1,Satoshi Shirai,Shining Revelry (A2b) Shiny Charizard,35,,,Guillotine Rush,🟢*️⃣*️⃣,50+,Flip a coin until you get tails. This attack does 40 more damage for each heads.,,,,,https://img.game8.co/4140065/d94bd1c2682bfa2613e31e3958520311.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507209
A2b 005,Sprigatito,◇,Basic,60,Grass,Fire,1,No,9,,Shining Revelry (A2b) Shiny Charizard,35,,,Cry for Help,🟢,,Put 1 random Grass-type Pokemon from your deck into your hand.,,,,,https://img.game8.co/4140067/60d81ae994a2874e27c630eaf81fed83.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507208
A2b 006,Floragato,◇◇,Stage 1,90,Grass,Fire,1,No,9,,Shining Revelry (A2b) Shiny Charizard,70,,,Slash,🟢🟢,50,,,,,,https://img.game8.co/4140134/e66efdc9e44833f246dea5e5eb68cfdd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507207
A2b 007,Meowscarada,◇◇◇,Stage 2,140,Grass,Fire,1,No,9,,Shining Revelry (A2b) Shiny Charizard,150,,,Fighting Claws,🟢🟢,60+,"If your opponent's Active Pokemon is a Pokemon ex, this attack does 70 more damage.",,,,,https://img.game8.co/4140355/42cdc5087763126f23baa13bf6818d90.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507206
A2b 008,Charmander,◇,Basic,60,Fire,Water,1,No,1,,Shining Revelry (A2b) Shiny Charizard,35,,,Combustion,🔴,20,,,,,,https://img.game8.co/4140133/8e2f23ea25f8d0cbbb3cb59c08915b91.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507205
A2b 009,Charmeleon,◇◇,Stage 1,90,Fire,Water,2,No,1,kodama,Shining Revelry (A2b) Shiny Charizard,70,,,Combustion,🔴🔴,40,,,,,,https://img.game8.co/4140092/2c09e8a5020e8057cb811cb5c4caf3c2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507204
A2b 010,Charizard ex,◇◇◇◇,Stage 2,180,Fire,Water,3,No,1,PLANETA Igarashi,Shining Revelry (A2b) Shiny Charizard,500,,,Stoke,🔴,,Take 3 Fire Energy from your Energy Zone and attach it to this Pokemon.,Steam Artillery,🔴🔴🔴,150,,https://img.game8.co/4140082/697d7c7dc908547ce56f5dac46c53281.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507203
A2b 011,Magmar,◇,Basic,70,Fire,Water,1,No,1,Miki Tanaka,Shining Revelry (A2b) Shiny Charizard,35,,,Flare,🔴,20,,,,,,https://img.game8.co/4140038/93ca9eef64434373c8d98ed4d5169977.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507202
A2b 012,Magmortar,◇◇◇,Stage 1,120,Fire,Water,3,No,4,Miki Tanaka,Shining Revelry (A2b) Shiny Charizard,150,,,Smoke Bomb,🔴🔴*️⃣,70,"During your opponent's next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.",,,,,https://img.game8.co/4140356/533f1d7dd5b6d517e2982b9f4c3f4523.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507201
A2b 013,Paldean Tauros,◇◇,Basic,110,Fire,Water,2,No,9,Minahamu,Shining Revelry (A2b) Shiny Charizard,70,,,Blaze Tackle,🔴*️⃣*️⃣,80,This Pokemon also does 10 damage to itself.,,,,,https://img.game8.co/4175890/28d84526408594accc10b3d7041f1322.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507200
A2b 014,Tentacool,◇,Basic,70,Water,Lightning,1,No,1,,Shining Revelry (A2b) Shiny Charizard,35,,,Rain Splash,🔵,10,,,,,,https://img.game8.co/4140372/a1359855910fffbc1dc3311bb7fef0f8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507199
A2b 015,Tentacruel,◇◇,Stage 1,100,Water,Lightning,1,No,1,match,Shining Revelry (A2b) Shiny Charizard,70,,,Wave Splash,🔵,40,,,,,,https://img.game8.co/4140366/68ecb6d7d4b1649b684145a58c010b99.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507198
A2b 016,Buizel,◇,Basic,70,Water,Lightning,1,No,4,sui,Shining Revelry (A2b) Shiny Charizard,35,,,Water Gun,🔵,10,,,,,,https://img.game8.co/4140017/9365d7206ad3f6f8fe0cd9cf19c47e6a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507197
A2b 017,Floatzel,◇◇,Stage 1,90,Water,Lightning,1,No,4,Kouki Saitou,Shining Revelry (A2b) Shiny Charizard,70,,,Water Arrow,🔵,,This attack does 30 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/4140088/a024b031516c00a160ca4889b96ad0aa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507196
A2b 018,Wiglett,◇,Basic,60,Water,Lightning,1,No,9,,Shining Revelry (A2b) Shiny Charizard,35,,,Spring Out,🔵,,1 of your opponent's Pokemon is chosen at random. Do 30 damage to it.,,,,,https://img.game8.co/4140116/1bab175414ce7b03fab192e5317ca8e5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507195
A2b 019,Wugtrio ex,◇◇◇◇,Stage 1,140,Water,Lightning,1,No,9,PLANETA Tsuji,Shining Revelry (A2b) Shiny Charizard,500,,,Pop Out Throughout,🔵🔵🔵,,"1 of your opponent's Pokemon is chosen at random 3 times. For each time a Pokemon was chosen, do 50 damage to it.",,,,,https://img.game8.co/4140105/73f307365edfee320f90511ea0508952.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507194
A2b 020,Dondozo,◇◇◇,Basic,120,Water,Lightning,3,No,9,,Shining Revelry (A2b) Shiny Charizard,150,,,Ocean Cyclone,🔵🔵*️⃣*️⃣,80,This attack also does 10 damage to each of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4140350/8f9ae101b3af6ee607c63de78380b608.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507193
A2b 021,Tatsugiri,◇◇,Basic,70,Water,Lightning,1,No,9,,Shining Revelry (A2b) Shiny Charizard,70,Retreat Directive,Your Active Dondozo has no Retreat Cost.,,,,,Rain Splash,🔵,20,,https://img.game8.co/4140183/17042f66914606fc6945cb4e7811eb9b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507192
A2b 022,Pikachu ex,◇◇◇◇,Basic,120,Lightning,Fighting,1,No,1,PLANETA Igarashi,Shining Revelry (A2b) Shiny Charizard,500,,,Thunderbolt,🟡🟡🟡,150,Discard all Energy from this Pokemon.,,,,,https://img.game8.co/4140357/d1e6bd74b543716be7665bc985f31c81.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507191
A2b 023,Voltorb,◇,Basic,70,Lightning,Fighting,1,No,1,,Shining Revelry (A2b) Shiny Charizard,35,,,Lightning Ball,🟡,10,,,,,,https://img.game8.co/4140072/d7afd8e838bb97a10f6be0739c94020c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507190
A2b 024,Electrode,◇◇,Stage 1,90,Lightning,Fighting,1,No,1,Shigenori Negishi,Shining Revelry (A2b) Shiny Charizard,70,,,Tumbling Attack,🟡🟡,50+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4140387/858b45d96b8f07b35fd210e091d845a5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507189
A2b 025,Pachirisu,◇◇,Basic,70,Lightning,Fighting,1,No,4,,Shining Revelry (A2b) Shiny Charizard,70,,,Plasma,🟡,10,Take a Lightning Energy from your Energy Zone and attach it to 1 of your Benched Lightning Pokemon.,,,,,https://img.game8.co/4140106/367261d3ec1ffeea201a5ac5b8060f62.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507188
A2b 026,Pawmi,◇,Basic,60,Lightning,Fighting,1,No,9,Saboteri,Shining Revelry (A2b) Shiny Charizard,35,,,Punch,🟡,20,,,,,,https://img.game8.co/4140069/0febde92489ecd94f4b758e59281ade5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507187
A2b 027,Pawmo,◇◇,Stage 1,90,Lightning,Fighting,1,No,9,Saboteri,Shining Revelry (A2b) Shiny Charizard,70,,,Punch,🟡,40,,,,,,https://img.game8.co/4140037/45cfc64171374d92770b6f4e23c8bbfc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507186
A2b 028,Pawmot,◇◇◇,Stage 2,140,Lightning,Fighting,0,No,9,Saboteri,Shining Revelry (A2b) Shiny Charizard,150,Counterattack,"If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon, do 20 damage to the Attacking Pokemon.",,,,,Electric Punch,🟡🟡,70,,https://img.game8.co/4140019/e107e11b1e08e395411bf7218fe72e18.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507185
A2b 029,Abra,◇,Basic,60,Psychic,Darkness,1,No,1,Mousho,Shining Revelry (A2b) Shiny Charizard,35,,,Psyshot,🟣,20,,,,,,https://img.game8.co/4140090/077c7f5edbd38fb7aeaa85d6ed761d8c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507184
A2b 030,Kadabra,◇◇,Stage 1,80,Psychic,Darkness,1,No,1,Mousho,Shining Revelry (A2b) Shiny Charizard,70,,,Psyshot,🟣,30,,,,,,https://img.game8.co/4140040/67c2351acec91f890ba151f721543d1d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507183
A2b 031,Alakazam,◇◇◇,Stage 2,130,Psychic,Darkness,1,No,1,Mousho,Shining Revelry (A2b) Shiny Charizard,150,,,Psychic Suppression,🟣🟣,80,This attack also does 20 damage to each of your opponent's Benched Pokémon that has any Energy attached.,,,,,https://img.game8.co/4140367/7cf5a98d6b2ea650fc6a8703a7897a56.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507182
A2b 032,Mr. Mime,◇,Basic,90,Psychic,Darkness,1,No,1,Atsuko Nishida,Shining Revelry (A2b) Shiny Charizard,35,,,Juggling,🟣*️⃣,20x,Flip 4 coins. This attack does 20 damage for each heads.,,,,,https://img.game8.co/4140093/11ebde143d26891a04c27b3059ca4deb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507181
A2b 033,Drifloon,◇,Basic,60,Psychic,Darkness,1,No,4,kodama,Shining Revelry (A2b) Shiny Charizard,35,,,Ram,🟣,20,,,,,,https://img.game8.co/4140080/ec5e366b047d9edc6ec2300a9b193df8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507180
A2b 034,Drifblim,◇◇,Stage 1,90,Psychic,Darkness,0,No,4,Hajime Kusajima,Shining Revelry (A2b) Shiny Charizard,70,,,Gust,🟣,40,,,,,,https://img.game8.co/4140144/a40431209a80f488cca84fcc17e80afa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507179
A2b 035,Giratina ex,◇◇◇◇,Basic,150,Psychic,Darkness,2,No,4,PLANETA Yamashita,Shining Revelry (A2b) Shiny Charizard,500,Broken Space Bellow,"Once during your turn, you may take a Psychic Energy from your Energy Zone and attach it to this Pokemon, if you use this Ability, your turn ends.",,,,,Chaotic Impact,🟣🟣🟣*️⃣,130,This Pokemon also does 20 damage to itself.,https://img.game8.co/4140369/eb4bf83f979a3d06724c9480dfec757f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507178
A2b 036,Gimmighoul,◇,Basic,60,Psychic,Darkness,1,No,9,HYOGONOSUKE,Shining Revelry (A2b) Shiny Charizard,35,,,Chest-ouflage,*️⃣,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",,,,,https://img.game8.co/4140016/37af2f0ec1244acae7e0f2cc8adc5258.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507177
A2b 037,Machop,◇,Basic,60,Fighting,Psychic,1,No,1,Mina Nakai,Shining Revelry (A2b) Shiny Charizard,35,,,Low Kick,🟤,20,,,,,,https://img.game8.co/4140070/2bd2c63bf822847bf4877ad351e4d54c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507176
A2b 038,Machoke,◇,Stage 1,100,Fighting,Psychic,2,No,1,Kouki Saitou,Shining Revelry (A2b) Shiny Charizard,35,,,Pummel,🟤🟤,30+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4140154/27907523776c73920b9f29fc9fb18081.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507175
A2b 039,Machamp,◇◇◇,Stage 2,150,Fighting,Psychic,2,No,1,Kouki Saitou,Shining Revelry (A2b) Shiny Charizard,150,,,Power Press,🟤🟤,70+,"If this Pokemon has at least 2 extra Fighting Energy attached, this attack does 50 more damage.",,,,,https://img.game8.co/4140124/48a6b46bba6babb3e5a7d09eace0fef5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507174
A2b 040,Hitmonlee,◇,Basic,80,Fighting,Psychic,1,No,1,,Shining Revelry (A2b) Shiny Charizard,35,,,Kick,🟤,20,,,,,,https://img.game8.co/4140081/48fa818c0199ea2b9c43a5fe561c51bc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507173
A2b 041,Hitmonchan,◇,Basic,90,Fighting,Psychic,1,No,1,,Shining Revelry (A2b) Shiny Charizard,35,,,,,,,,,,,https://img.game8.co/4140123/d76856cfaa3a7552f6d082bfd2e7b4d3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507172
A2b 042,Riolu,◇,Basic,70,Fighting,Psychic,1,No,4,You Iribi,Shining Revelry (A2b) Shiny Charizard,35,,,Punch,🟤🟤,40,,,,,,https://img.game8.co/4140015/93695633f126b5a1681c6700d6575a2f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507171
A2b 043,Lucario ex,◇◇◇◇,Stage 1,150,Fighting,Psychic,2,No,4,PLANETA CG Works,Shining Revelry (A2b) Shiny Charizard,500,,,Aura Sphere,🟤🟤🟤,100,This attack also does 30 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4140374/6354843f3730169ce926e0de708df916.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507170
A2b 044,Flamigo,◇◇,Basic,80,Fighting,Psychic,1,No,9,REND,Shining Revelry (A2b) Shiny Charizard,70,,,Double Kick,🟤🟤,50x,Flip 2 coins. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4140365/58d6b80d2bc8e56c6ea05c4cee11ed39.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507169
A2b 045,Ekans,◇,Basic,70,Darkness,Fighting,1,No,1,Midori Harada,Shining Revelry (A2b) Shiny Charizard,35,,,Ram,⚫*️⃣,30,,,,,,https://img.game8.co/4140103/1f8b415d652c9b0b2ae113701f8fb8e5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507168
A2b 046,Arbok,◇◇,Stage 1,110,Darkness,Fighting,2,No,1,Midori Harada,Shining Revelry (A2b) Shiny Charizard,70,,,Venomous Fang,⚫⚫*️⃣,70,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4140036/4c6218197f97928a029a2c0941c73e0f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507167
A2b 047,Paldean Wooper,◇,Basic,50,Darkness,Fighting,1,No,9,,Shining Revelry (A2b) Shiny Charizard,35,,,Poison Jab,⚫,10,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/4140073/6a6a5779aa35cd6cf79857e5e6f71074.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507166
A2b 048,Paldean Clodsire ex,◇◇◇◇,Stage 1,160,Darkness,Fighting,3,No,9,PLANETA Mochizuki,Shining Revelry (A2b) Shiny Charizard,500,,,Venoshock,⚫⚫,60,"If your opponent's Active Pokemon is Poisoned, this attack does 60 more damage.",,,,,https://img.game8.co/4140035/cf38223ffc2f3e79883be61ff6cfa043.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507165
A2b 049,Spiritomb,◇◇,Basic,80,Darkness,Grass,1,No,4,,Shining Revelry (A2b) Shiny Charizard,70,,,Confuse Ray,⚫,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",,,,,https://img.game8.co/4140117/a69ff8f4c42cbdda67ac077dc7b6c7a4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507164
A2b 050,Shroodle,◇,Basic,60,Darkness,Fighting,1,No,9,Krgc,Shining Revelry (A2b) Shiny Charizard,35,,,Gnaw,⚫,20,,,,,,https://img.game8.co/4140102/2cd627736c45b1c493534ef69a72ca7c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507163
A2b 051,Grafaiai,◇◇◇,Stage 1,90,Darkness,Fighting,1,No,9,Krgc,Shining Revelry (A2b) Shiny Charizard,150,Poison Coating,"Once during your turn, you may flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",,,,,Bite,⚫⚫,40,,https://img.game8.co/4140371/d90347703b23fc6fb9b9dd0a34784c09.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507162
A2b 052,Tinkatink,◇,Basic,60,Metal,Fire,1,No,9,miki kudo,Shining Revelry (A2b) Shiny Charizard,35,,,Corkscrew Punch,⚪,20,,,,,,https://img.game8.co/4140089/ded86d22107a7414d0b5d49e9bc99ece.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507161
A2b 053,Tinkatuff,◇◇,Stage 1,90,Metal,Fire,1,No,9,miki kudo,Shining Revelry (A2b) Shiny Charizard,70,,,Tenacious Hammer,⚪⚪,30+,"Flip a coin. If heads, this attack does 30 more damage.",,,,,https://img.game8.co/4140079/edd5a8c4b43c5a2d3f4317f7c065769f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507160
A2b 054,Tinkaton ex,◇◇◇◇,Stage 2,170,Metal,Fire,2,No,9,PLANETA Mochizuki,Shining Revelry (A2b) Shiny Charizard,500,,,Terrific Thumping,⚪⚪*️⃣,80+,"Flip a coin. If heads, this attack does 80 more damage.",,,,,https://img.game8.co/4140359/78ad3a38efd11aea5a042dbd96664624.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507159
A2b 055,Varoom,◇,Basic,70,Metal,Fire,1,No,9,Souichirou Gunjima,Shining Revelry (A2b) Shiny Charizard,35,,,Headbutt,⚪,10,,,,,,https://img.game8.co/4140107/ebac36700a9d0de5fb262976195e6974.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507158
A2b 056,Revavroom,◇◇,Stage 1,110,Metal,Fire,2,No,9,Souichirou Gunjima,Shining Revelry (A2b) Shiny Charizard,70,,,Spinning Drift,⚪,70,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",,,,,https://img.game8.co/4140018/4dc2f5b2ebf6cbf58c76d33067b73058.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507157
A2b 057,Gholdengo,◇◇◇,Stage 1,120,Metal,Fire,2,No,9,HYOGONOSUKE,Shining Revelry (A2b) Shiny Charizard,150,,,Scintillating Surfing,⚪*️⃣*️⃣,50x,Flip a coin for each Metal Energy attached to this Pokemon. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4140351/6f1ed61d72f7b831c68fa3de2f487778.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507156
A2b 058,Rattata,◇,Basic,50,Colorless,Fighting,1,No,1,Eri Yamaki,Shining Revelry (A2b) Shiny Charizard,35,,,Tackle,*️⃣,10,,,,,,https://img.game8.co/4140142/dfb4ac457330a543607996cc76bfd952.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507155
A2b 059,Raticate,◇,Stage 1,90,Colorless,Fighting,1,No,1,Kyoko Umemoto,Shining Revelry (A2b) Shiny Charizard,35,,,Tackle,*️⃣*️⃣,50,,,,,,https://img.game8.co/4140118/22459aed9a224f27186df02d58d95bd0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507154
A2b 060,Jigglypuff,◇,Basic,60,Colorless,Fighting,1,No,1,Kanako Eo,Shining Revelry (A2b) Shiny Charizard,35,,,Rollout,*️⃣,20,,,,,,https://img.game8.co/4140135/c64c1e4e8594b2d465e67052aedf27fa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507153
A2b 061,Wigglytuff,◇◇◇,Stage 1,100,Colorless,Fighting,2,No,1,miki kudo,Shining Revelry (A2b) Shiny Charizard,150,Comforting Song,"Once during your turn, you may heal 20 damage from your Active Pokemon.",,,,,Gentle Slap,*️⃣*️⃣,50,,https://img.game8.co/4140119/157e428cda23d7b239f421674056c82a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507152
A2b 062,Lickitung,◇,Basic,80,Colorless,Fighting,2,No,1,Sumiyoshi Kizuki,Shining Revelry (A2b) Shiny Charizard,35,,,Rollout,*️⃣*️⃣,30,,,,,,https://img.game8.co/4140039/7a32c0181a91684feda884f6fb66d9f4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507151
A2b 063,Lickilicky,◇,Stage 1,130,Colorless,Fighting,3,No,1,Suwama Chiaki,Shining Revelry (A2b) Shiny Charizard,35,,,Rollout,*️⃣*️⃣*️⃣,70,,,,,,https://img.game8.co/4140347/fb50db7d2ce8edfa9b94b5701e698147.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507150
A2b 064,Bidoof,◇,Basic,70,Colorless,Fighting,2,No,4,Sekio,Shining Revelry (A2b) Shiny Charizard,35,,,Headbutt,*️⃣*️⃣,30,,,,,,https://img.game8.co/4140184/beeb6308b3e91c4583d1c025b1083c2e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507149
A2b 065,Bibarel ex,◇◇◇◇,Stage 1,160,Colorless,Fighting,3,No,4,PLANETA CG Works,Shining Revelry (A2b) Shiny Charizard,500,,,Carefree Press,*️⃣*️⃣*️⃣*️⃣,100,Heal 30 damage from this Pokemon.,,,,,https://img.game8.co/4140361/b1668323d194a601f45f615836fbeb49.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507148
A2b 066,Buneary,◇,Basic,50,Colorless,Fighting,1,No,4,Kagemaru Himeno,Shining Revelry (A2b) Shiny Charizard,35,,,Pound,*️⃣,20,,,,,,https://img.game8.co/4140068/89eeb9e7178713b07cd1a3765cb26918.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507147
A2b 067,Lopunny,◇,Stage 1,100,Colorless,Fighting,1,No,4,Minahamu,Shining Revelry (A2b) Shiny Charizard,35,,,Hopping Shot,*️⃣,30,,,,,,https://img.game8.co/4140122/c96779863bfb93468b92a179b193b936.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507146
A2b 068,Cyclizar,◇◇,Basic,80,Colorless,Fighting,1,No,9,,Shining Revelry (A2b) Shiny Charizard,70,,,Overacceleration,*️⃣,20,"During your next turn, this Pokemon's Overacceleration attack does +20 damage.",,,,,https://img.game8.co/4140240/69ef4f69d7c4904d06f93b3977e47573.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507145
A2b 069,Iono,◇◇,,,Supporter,,,No,9,saino misaki,Shining Revelry (A2b) Shiny Charizard,70,,"Each player shuffles the cards in their hand into their deck, then draws that many cards.",,,,,,,,,https://img.game8.co/4140091/093e0474a6ac31bca72cb542e5b17f1e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507220
A2b 070,Pokemon Center Lady,◇◇,,,Supporter,,,No,1,,Shining Revelry (A2b) Shiny Charizard,70,,"Heal 30 damage from 1 of your Pokémon, and it recovers from all Special Conditions.",,,,,,,,,https://img.game8.co/4140104/fbcca519ef3fc5b62575ac88fe2adef9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507219
A2b 071,Red,◇◇,,,Supporter,,,No,1,,Shining Revelry (A2b) Shiny Charizard,70,,"During this turn, attacks used by your Pokémon do +20 damage to your opponent's Active Pokémon ex.",,,,,,,,,https://img.game8.co/4140146/43787097fab11c4489437afb1a73c6cb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507218
A2b 072,Team Rocket Grunt,◇◇,,,Supporter,,,No,1,kantaro,Shining Revelry (A2b) Shiny Charizard,70,,"Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.",,,,,,,,,https://img.game8.co/4140074/2b5f9984572714c15aa7bdc735944d81.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507217
A2b 073,Meowscarada,☆,Stage 2,140,Grass,Fire,1,No,9,,Shining Revelry (A2b) Shiny Charizard,400,,,Fighting Claws,🟢🟢,60+,"If your opponent's Active Pokemon is a Pokemon ex, this attack does 70 more damage.",,,,,https://img.game8.co/4140143/7b5613a657301b6d02c112828a96d5de.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507131
A2b 074,Buizel,☆,Basic,70,Water,Lightning,1,No,4,,Shining Revelry (A2b) Shiny Charizard,400,,,Water Gun,🔵,10,,,,,,https://img.game8.co/4140349/a7a57b65eceb3bc2c7dff0cfaf34f7b7.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507132
A2b 075,Tatsugiri,☆,Basic,70,Water,Lightning,1,No,9,,Shining Revelry (A2b) Shiny Charizard,400,Retreat Directive,Your Active Dondozo has no Retreat Cost.,,,,,Rain Splash,🔵,20,,https://img.game8.co/4140342/515efe0d974930566c849f0972cdd161.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507133
A2b 076,Grafaiai,☆,Stage 1,90,Darkness,Fighting,1,No,9,,Shining Revelry (A2b) Shiny Charizard,400,Poison Coating,"Once during your turn, you may flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",,,,,Bite,⚫⚫,40,,https://img.game8.co/4140186/eee6fdad07fac5eb02ec2131fee6433d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/507134
