id,name,card_type,pokemon_type,rarity,evolution_stage,ex,hp,ability,image_url,set,subset,trainer_type,owned,archive_url,moves1_energy_cost,moves1_description,moves1_damage,moves1_name,moves2_energy_cost,moves2_description,moves2_damage,moves2_name,moves3_energy_cost,moves3_description,moves3_damage,moves3_name
A3a 052,Ferrothorn,Pokemon,Metal,◇◇,Stage 1,,110,Steel Spikes,https://img.game8.co/4185579/56a7ca8f0500571172395ac4166640f0.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524109,Metal 2:Colorless,,70,Spinning Attack,,,,,A3a,,,
A3a 053,Stakataka,Pokemon,Metal,◇◇,Basic,,110,,https://img.game8.co/4185583/929fcf07a77848ef7f71ba81a88bd407.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523230,Metal:Colorless,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",40,Brass Rock,,,,,A3a,,,Ultra Beast
A3a 054,Lillipup,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4185612/6aa9b25c7deaa8679618b46e6d00a323.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524110,Colorless,,20,Tackle,,,,,A3a,,,
A3a 055,Herdier,Pokemon,Colorless,◇,Stage 1,,80,,https://img.game8.co/4185613/2ca275f94ec445b1b0614b8852cad03f.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524111,Colorless,,30,Bite,,,,,A3a,,,
A3a 056,Stoutland,Pokemon,Colorless,◇◇,Stage 2,,140,Guard Dog Visage,https://img.game8.co/4186113/b7026cfea22e3acced5c875883670e9b.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524112,Colorless 2,,70,Sharp Fang,,,,,A3a,,,
A3a 057,Stufful,Pokemon,Colorless,◇,Basic,,70,,https://img.game8.co/4185608/a0ac8d37848fe57f83cf0ddddbb4e99f.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524114,Colorless 2,,40,Ram,,,,,A3a,,,
A3a 058,Bewear,Pokemon,Colorless,◇◇,Stage 1,,120,,https://img.game8.co/4185611/b571a65ec51951ca45ae5de8cb6ffee8.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524115,Colorless 3,"Flip 2 coins. If both of them are heads, your opponent's Active Pokemon is Knocked Out.",,Superpowered Hug,,,,,A3a,,,
A3a 059,Oranguru,Pokemon,Colorless,◇,Basic,,100,,https://img.game8.co/4185610/b51ae7497e411d47277f81f5dfbf4208.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524116,Colorless 3,,70,Hammer In,,,,,A3a,,,
A3a 060,Type Null,Pokemon,Colorless,◇◇,Basic,,80,,https://img.game8.co/4185609/702a5cacce715e298d22a36c0f9e0e5c.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523235,Colorless,"Flip a coin. If heads, this attack does 20 more damage.",20+,Quick Blow,,,,,A3a:A4b,,0% | 1.645% | 0% | 0%,
A3a 061,Silvally,Pokemon,Colorless,◇◇◇,Stage 1,,110,,https://img.game8.co/4185757/11c6c1d050acaf2020ea712b1725e362.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524117,Colorless 2,"If you played a Supporter card from your hand during this turn, this attack does 50 more damage.",50+,Brave Buddies,,,,,A3a:A4b,,0% | 0% | 1.266% | 0%,
A3a 062,Celesteela,Pokemon,Colorless,◇◇◇,Basic,,120,Ultra Thrusters,https://img.game8.co/4186383/88ce930dc7e75a3743a8274972778c1b.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523217,Colorless 3,"Flip a coin. If tails, this attack does nothing.",100,Moombahton,,,,,A3a:A4b,,0% | 0% | 1.266% | 0%,Ultra Beast
A3a 063,Beast Wall,Trainer,Item,◇◇,Item,,,,https://img.game8.co/4185626/1aa211a9b799d2ee23f932453229ea26.png/show,Extradimensional Crisis (A3a),Buzzwole,Item,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524118,,,,,,,,,A3a,,,
A3a 064,Repel,Trainer,Item,◇◇,Item,,,,https://img.game8.co/4185627/fdc1f0205772a381e269065ebcf6d8b4.png/show,Extradimensional Crisis (A3a),Buzzwole,Item,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524119,,,,,,,,,A3a,,,
A3a 065,Electrical Cord,Trainer,Pokemon Tool,◇◇,Pokemon Tool,,,,https://img.game8.co/4185629/cc1223376eb47f0dcac4cf1bc36bcb4a.png/show,Extradimensional Crisis (A3a),Buzzwole,Pokemon Tool,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524120,,,,,,,,,A3a:A4b,,0% | 1.645% | 0% | 0%,
A3a 066,Beastite,Trainer,Pokemon Tool,◇◇,Pokemon Tool,,,,https://img.game8.co/4185650/cc64400d40dd879460de8b5187901b39.png/show,Extradimensional Crisis (A3a),Buzzwole,Pokemon Tool,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524121,,,,,,,,,A3a,,,
A3a 067,Gladion,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4185651/b774d2e4f55b7d06de9dac4ea295515b.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524122,,,,,,,,,A3a,,,
A3a 068,Looker,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4185652/6fcdf62bb2d9f8e5b30ef1ebd417498e.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524123,,,,,,,,,A3a,,,
A3a 069,Lusamine,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4185649/e1872abdfb4cb20d223f1d6c9ec6ac46.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524124,,,,,,,,,A3a:A4b,,0% | 1.645% | 0% | 0%,
A3a 070,Rowlet,Pokemon,Grass,☆,Basic,,60,,https://img.game8.co/4185713/2110a6822e6217da37ffe7e808094d6f.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523242,Grass,Flip 3 coins. This attack does 10 damage for each heads.,10x,Fury Attack,,,,,A3a,,,
A3a 071,Pheromosa,Pokemon,Grass,☆,Basic,,70,,https://img.game8.co/4185714/5de1f76242775932e8468da15b6c5918.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524125,Grass,This attack also does 20 damage to 1 of your opponent's Benched Pokemon.,20,Jump Blues,,,,,A3a,,,Ultra Beast
A3a 072,Blacephalon,Pokemon,Fire,☆,Basic,,100,,https://img.game8.co/4185716/01b405826d7e587dc0df2d018b4d7187.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523234,Fire 2:Colorless,This Pokemon also does 70 damage to itself.,130,Beat Punk,,,,,A3a,,,Ultra Beast
A3a 073,Alolan Meowth,Pokemon,Darkness,☆,Basic,,60,,https://img.game8.co/4185876/a8ba0ad8418c1ba09e961347792cffea.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524126,Darkness,Discard a random Pokemon Tool card from your opponent's hand.,,Meddle,,,,,A3a,,,
A3a 074,Silvally,Pokemon,Colorless,☆,Stage 1,,110,,https://img.game8.co/4185712/2a558151fd4017bb856f046926400710.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524127,Colorless 2,"If you played a Supporter card from your hand during this turn, this attack does 50 more damage.",50+,Brave Buddies,,,,,A3a,,,
A3a 075,Celesteela,Pokemon,Colorless,☆,Basic,,120,Ultra Thrusters,https://img.game8.co/4185715/dbb36c9a1bf7116c6cd066d15806d8ce.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524128,Colorless 3,"Flip a coin. If tails, this attack does nothing.",100,Moombahton,,,,,A3a,,,Ultra Beast
A3a 076,Buzzwole ex,Pokemon,Grass,☆☆,Basic,ex,140,,https://img.game8.co/4185830/56713641ca43bd35412806fa55ab1baf.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524129,Colorless 2,,30,Punch,Grass 2:Colorless,"During your next turn, this Pokemon can't use Big Beat.",120,Big Beat,A3a,,,Ultra Beast
A3a 077,Tapu Koko ex,Pokemon,Lightning,☆☆,Basic,ex,130,,https://img.game8.co/4185828/6052b8a8c22f940ec01027c733ae136c.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524130,Lightning,Take a Lightning Energy from your Energy Zone and attach it to this Pokemon.,20,Plasma Hurricane,Lightning 2:Colorless,,90,Mach Bolt,A3a,,,
A3a 078,Lycanroc ex,Pokemon,Fighting,☆☆,Stage 1,ex,150,,https://img.game8.co/4186817/8efeb2d6bbbc3f56b599d584ac7921c7.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524131,Fighitng 2:Colorless,Discard a Fighting Energy from this Pokemon.,130,Lycanfang,,,,,A3a,,,
A3a 079,Guzzlord ex,Pokemon,Darkness,☆☆,Basic,ex,170,,https://img.game8.co/4185913/92e601739248e4252251a4cf31771d38.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524132,Colorless 2,"Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokemon.",30,Grindcore,Darkness 3:Colorless,,120,Tyrannical Hole,A3a,,,Ultra Beast
A3a 080,Alolan Dugtrio ex,Pokemon,Metal,☆☆,Stage 1,ex,130,,https://img.game8.co/4186653/e8441863c0b757c34bce2bc9959d302b.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524133,Metal:Colorless,Flip 3 coins. This attack does 60 damage for each heads.,60x,Triplet Headbutt,,,,,A3a,,,
A3a 081,Gladion,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4185832/0702577c2516e6f8419efd3733ae765c.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524134,,,,,,,,,A3a,,,
A3a 082,Looker,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4185914/e62b91d100ac2b6c5da9d9313507e167.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524135,,,,,,,,,A3a,,,
A3a 083,Lusamine,Trainer,Supporter,☆☆,Supporter,,,,https://img.game8.co/4186819/3cfee4427af263161407a87c258ea937.png/show,Extradimensional Crisis (A3a),Buzzwole,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523213,,,,,,,,,A3a,,,
A3a 084,Tapu Koko ex,Pokemon,Lightning,☆☆,Basic,ex,130,,https://img.game8.co/4186818/b69bb41a03b8fc36d759cc2d630e46de.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524136,Lightning,Take a Lightning Energy from your Energy Zone and attach it to this Pokemon.,20,Plasma Hurricane,Lightning 2:Colorless,,90,Mach Bolt,A3a,,,
A3a 085,Lycanroc ex,Pokemon,Fighting,☆☆,Stage 1,ex,150,,https://img.game8.co/4186652/28048115ac40e227201fe5906d6be4d9.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524137,Fighting 2:Colorless,Discard a Fighting Energy from this Pokemon.,130,Lycanfang,,,,,A3a,,,
A3a 086,Guzzlord ex,Pokemon,Darkness,☆☆,Basic,ex,170,,https://img.game8.co/4186816/4438b9dbf47313bb1f371d340719c3b3.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524138,Colorless 2,"Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokemon.",30,Grindcore,Darkness 3:Colorless,,120,Tyrannical Hole,A3a,,,Ultra Beast
A3a 087,Alolan Dugtrio ex,Pokemon,Metal,☆☆,Basic,ex,130,,https://img.game8.co/4186650/4547a41ac0b858d05b96fe414b0c2ab1.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524139,Metal:Colorless,Flip 3 coins. This attack does 60 damage for each heads.,60x,Triplet Headbutt,,,,,A3a,,,
A3a 088,Buzzwole ex,Pokemon,Grass,☆☆☆,Basic,ex,140,,https://img.game8.co/4185760/5b4af03bc4278f1049b4b3ec794d4216.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524140,Colorless 2,,30,Punch,Grass 2:Colorless,"During your next turn, this Pokemon can't use Big Beat.",120,Big Beat,A3a,,,Ultra Beast
A3a 089,Growlithe,Pokemon,Fire,✸,Basic,,70,,https://img.game8.co/4185759/5e181291f86493d448745dcacbe3199e.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524141,Colorless 2,,20,Bite,,,,,A3a,,,
A3a 090,Arcanine,Pokemon,Fire,✸,Stage 1,,130,,https://img.game8.co/4186820/60528856f38bc1df522de3f227ac8985.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524142,Fire 2:Colorless,This Pokemon also does 20 damage to itself.,100,Heat Tackle,,,,,A3a,,,
A3a 091,Froakie,Pokemon,Water,✸,Basic,,60,,https://img.game8.co/4185915/af130de0dcf66e1e88be0f247331c2e7.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524143,Colorless,,10,Flop,,,,,A3a,,,
A3a 092,Frogadier,Pokemon,Water,✸,Stage 1,,80,,https://img.game8.co/4185875/101dcc49829e33c9dc83ba8d198d4c5f.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524144,Colorless,,30,Water Drip,,,,,A3a,,,
A3a 093,Greninja,Pokemon,Water,✸,Stage 2,,120,Water Shuriken,https://img.game8.co/4186778/2f4158f804f84ff1c7a6d95ed66a6048.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524145,Water:Colorless,,60,Mist Slash,,,,,A3a,,,
A3a 094,Jynx,Pokemon,Psychic,✸,Basic,,80,,https://img.game8.co/4186780/a0e8e219463af4f7a9cdc03c09fc119f.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524146,Psychic:Colorless,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,30+,Psychic,,,,,A3a,,,
A3a 095,Pidgey,Pokemon,Colorless,✸,Basic,,60,,https://img.game8.co/4186781/31161009284579b417c3cb374563ac74.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524147,Colorless,,10,Gust,,,,,A3a,,,
A3a 096,Pidgeotto,Pokemon,Colorless,✸,Stage 1,,80,,https://img.game8.co/4186779/f45288239bbab289f123910a1fba3b3c.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524148,Colorless,,30,Gust,,,,,A3a,,,
A3a 097,Pidgeot,Pokemon,Colorless,✸,Stage 2,,130,Drive Off,https://img.game8.co/4186115/c4a3127725ce09f8a32937b3c1a89177.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524149,Colorless 2,,70,Wing Attack,,,,,A3a,,,
A3a 098,Aerodactyl,Pokemon,Colorless,✸,Stage 1,,100,,https://img.game8.co/4186782/6aba1323f2f9ade35573deac9137f0a1.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524150,Colorless 2,"Flip a coin. If heads, your opponent shuffles their Active Pokemon back into their deck.",,Primal Wingbeat,,,,,A3a,,,
A3a 099,Celebi ex,Pokemon,Grass,✸✸,Basic,ex,130,,https://img.game8.co/4185916/fb202faac698b8a5d5965f62642e88d5.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524151,Grass:Colorless,Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage for each heads.,50x,Powerful Bloom,,,,,A3a,,,
A3a 100,Arcanine ex,Pokemon,Fire,✸✸,Stage 1,ex,150,,https://img.game8.co/4185877/5a4bb53a195fc527a3dd9d16bd6a9856.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524153,Fire 2:Colorless,This Pokemon also does 20 damage to itself.,120,Inferno Onrush,,,,,A3a,,,
A3a 101,Aerodactyl ex,Pokemon,Fighting,✸✸,Stage 1,ex,140,Primeval Law,https://img.game8.co/4185831/ad684ae1985dc460b7ef7634b56b3ab6.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524154,Fighting:Colorless,,80,Land Crush,,,,,A3a,,,
A3a 102,Pidgeot ex,Pokemon,Colorless,✸✸,Stage 2,ex,170,,https://img.game8.co/4186649/f24b937c7cbf188f5c88ff0c696db6bc.png/show,Extradimensional Crisis (A3a),Buzzwole,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524155,Colorless 3,This attack does 20 more damage for each of your opponent's Benched Pokemon.,80+,Scattering Cyclone,,,,,A3a,,,
A3a 103,Nihilego,Pokemon,Darkness,♛,Basic,,70,More Poison,https://img.game8.co/4185879/a594730905155633dcfc31196484205b.png/show,Extradimensional Crisis (A3a),Buzzwole,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524156,Darkness:Colorless,Your opponent's Active Pokemon is now Poisoned.,30,New Wave,,,,,A3a,,,Ultra Beast
P-A 074,Zeraora,Pokemon,Lightning,Promo,Basic,,90,Thunderclap Flash,https://img.game8.co/4186651/36735e2b706bd8de4f5812b2e733d534.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524190,Lightning 2,,50,Lightning Claw,,,,,P-A,,,
P-A 075,Kartana,Pokemon,Grass,Promo,Basic,,60,,https://img.game8.co/4186311/fe62af6027290269aff59cbb443cce2a.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524189,Grass,,40,Trash Metal,,,,,P-A,,,Ultra Beast
P-A 076,Blacephalon,Pokemon,Fire,Promo,Basic,,100,,https://img.game8.co/4186309/0f469173e8d98fea230a96f5c97600be.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524188,Fire 2:Colorless,This Pokemon also does 70 damage to itself.,130,Beat Punk,,,,,P-A,,,Ultra Beast
P-A 077,Xurkitree,Pokemon,Lightning,Promo,Basic,,100,,https://img.game8.co/4186308/5a23851638463921a0b84ce891f39155.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524187,Lightning:Colorless 2,Your opponent's Active Pokemon is now Confused.,60,Electronica,,,,,P-A,,,Ultra Beast
P-A 078,Dawn Wings Necrozma,Pokemon,Psychic,Promo,Basic,,110,,https://img.game8.co/4186306/40c9f6cf9e24fe7aa3e988e38dd80fbf.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/526288,Psychic:Colorless 2,This Pokemon also does 30 damage to itself.,100,Psychobilly,,,,,P-A,,,Ultra Beast
P-A 079,Dusk Mane Necrozma,Pokemon,Metal,Promo,Basic,,110,,https://img.game8.co/4186312/bb337292376c89c97fbd363d1620132e.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/526289,Metal:Colorless 2,Discard a Metal Energy from this Pokemon.,100,Black Metal,,,,,P-A,,,Ultra Beast
P-A 080,Stakataka,Pokemon,Metal,Promo,Basic,,110,,https://img.game8.co/4186307/debd17f980791b59986ca58677836657.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524186,Metal:Colorless,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",40,Brass Rock,,,,,P-A,,,Ultra Beast
P-A 081,Ultra Necrozma ex,Pokemon,Dragon,Promo,Basic,ex,150,,https://img.game8.co/4186368/cace74c7ec7e822a4013bc578219ab74.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523151,Colorless 3,,60,Photon Claw,Psychic 2:Metal 2,Discard the top 5 cards of each player's deck.,120,Shoegaze,P-A,,,Ultra Beast
P-A 082,Poipole,Pokemon,Darkness,Promo,Basic,,60,,https://img.game8.co/4194182/6c74aa33f3462cebb8c22cbc9484d528.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/523228,Darkness,Flip 2 coins. This attack does 20 damage for each heads.,20x,2-Step,,,,,P-A,,,Ultra Beast
P-A 083,Stufful,Pokemon,Colorless,Promo,Basic,,70,,https://img.game8.co/4194183/0fe283b9e122cb6bbd9f7b06f24f756c.png/show,Promo,Promo-A,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/524183,Colorless 2,,40,Ram,,,,,P-A,,,
A3b 001,Tropius,Pokemon,Grass,◇◇,Basic,,100,,https://img.game8.co/4212605/4a8a4ddd84850e564de898fdc29df2aa.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531867,Colorless 3,,60,Cutting Wind,,,,,A3b,,,
A3b 002,Leafeon,Pokemon,Grass,◇◇◇,Stage 1,,90,,https://img.game8.co/4212608/3ffdce32225204a33cc3c53a907a3b3f.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/530267,Colorless,This attack does 20 more damage for each Grass Energy attached to this Pokemon.,10+,Leaf Blast,,,,,A3b,,,
A3b 003,Bounsweet,Pokemon,Grass,◇,Basic,,60,,https://img.game8.co/4205437/aba38a2821d2dbd906933b729a39d10b.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531868,Colorless,,10,Flop,,,,,A3b,,,
A3b 004,Steenee,Pokemon,Grass,◇,Stage 1,,80,,https://img.game8.co/4212609/a2098171f6d07e471b7ef7eada81408b.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531869,Grass,,40,Leaf Step,,,,,A3b,,,
A3b 005,Tsareena,Pokemon,Grass,◇◇,Stage 2,,140,,https://img.game8.co/4212606/5daa233514e73bd2e2dfb7c1d2504d0a.png/show,Eevee Grove (A3b),Eevee,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531870,Grass,Your opponent reveals a random card from their hand and shuffles it into their deck.,50,Kick Down,,,,,A3b,,,
A3b 006,Applin,Pokemon,Grass,◇,Basic,,40,,https://img.game8.co/4212607/d96eb6552feb8b2c6eff299d77ceaae8.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531871,Grass,,20,Ram,,,,,A3b,,,
A3b 007,Appletun,Pokemon,Grass,◇◇,Stage 1,,90,,https://img.game8.co/4212610/67f0c0522a21710e7e3e6c0667cca405.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531872,Grass,"If 1 of your Pokemon used Sweets Relay during your last turn, this attack does 30 more damage.",40+,Sweets Relay,,,,,A3b,,,
A3b 008,Flareon,Pokemon,Fire,◇◇◇,Stage 1,,110,,https://img.game8.co/4213034/be61b8f65366c03c94985787e71076d0.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531873,Fire:Colorless,Take a Fire Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.,40,Assisting Heater,,,,,A3b:A4b,,0% | 0% | 1.266% | 0%,
A3b 009,Flareon ex,Pokemon,Fire,◇◇◇◇,Stage 1,ex,150,Combust,https://img.game8.co/4213780/6ce143098b92898f067b024aa0384f43.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/530244,Fire 2:Colorless,Discard 2 Fire Energy from this Pokemon.,130,Fire Spin,,,,,A3b:A4b,,0% | 0% | 0% | 1.333%,
A3b 010,Torkoal,Pokemon,Fire,◇,Basic,,100,,https://img.game8.co/4213777/c69d3fdeff614c5c970479cc76ae69e8.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531874,Fire 2,Discard a Fire Energy from this Pokemon.,70,Flamethrower,,,,,A3b:A4b,,1.562% | 0.277% | 0% | 0%,
A3b 011,Litten,Pokemon,Fire,◇,Basic,,70,,https://img.game8.co/4213779/75a7e562bc06645b3f8800eff7f132c2.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531875,Fire:Colorless,,40,Flare,,,,,A3b,,,
A3b 012,Torracat,Pokemon,Fire,◇,Stage 1,,80,,https://img.game8.co/4213778/1fb18bc884284049e0c423913745f9a8.png/show,Eevee Grove (A3b),Eevee,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531876,Fire:Colorless,,50,Claw Slash,,,,,A3b,,,
A3b 013,Incineroar,Pokemon,Fire,◇◇,Stage 2,,150,,https://img.game8.co/4214006/1eadb5d3fd0ae42bacbbe3fc26be5725.png/show,Eevee Grove (A3b),Eevee,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531877,Fire 2:Colorless,Flip 2 coins. This attack does 100 damage for eachs.,100x,Darkest Lariat,,,,,A3b,,,
A3b 014,Salandit,Pokemon,Fire,◇,Basic,,60,,https://img.game8.co/4214007/9298fe99c969f58e7860fe66842a5dd2.png/show,Eevee Grove (A3b),Eevee,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531878,Fire,,30,Ember,,,,,A3b,,,
A3b 015,Salazzle,Pokemon,Fire,◇◇,Stage 2,,90,,https://img.game8.co/4214005/4f861dcccb49d9125aab330294aa0e65.png/show,Eevee Grove (A3b),Eevee,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/531879,Fire,,40,Combustion,,,,,A3b,,,
