number,name,rarity,stage,HP,type,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,retreat_cost,pack_name,pack_points,image
A1 199,Doduo,◇,Basic,60,Colorless,N/A,N/A,Peck,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Any,35,https://img.game8.co/3998347/5f8c5ff7f95309a33889be335c4a3a5f.png/show
A1 200,Dodrio,◇◇,Stage 1,80,Colorless,N/A,N/A,Drill Peck,*️⃣,40,N/A,N/A,N/A,N/A,N/A,0,Genetic Apex (A1) Any,70,https://img.game8.co/4003419/feccf1ec597240eea0633c9319bd861a.png/show
A1 201,Lickitung,◇◇,Basic,90,Colorless,N/A,N/A,Continuous Lick,*️⃣*️⃣*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Mewtwo,70,https://img.game8.co/4009513/16f6903244a08ad04f9eeba2ed6b9562.png/show
A1 202,Chansey,◇◇,Basic,120,Colorless,N/A,N/A,Gentle Slap,*️⃣*️⃣*️⃣,60,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Pikachu,70,https://img.game8.co/3995524/d4fe3c763412829163530d0487b66fa9.png/show
A1 203,Kangaskhan,◇◇◇,Basic,100,Colorless,N/A,N/A,Dizzy Punch,*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Charizard,150,https://img.game8.co/4009509/39571d714f2f68445e9b226a2c5055bf.png/show
A1 204,Tauros,◇◇,Basic,100,Colorless,N/A,N/A,Horn Attack,*️⃣*️⃣,50,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,70,https://img.game8.co/3998359/9c2495056e4d0350365eb0699277958a.png/show
A1 205,Ditto,◇◇◇,Basic,70,Colorless,N/A,N/A,Copy Anything,*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,150,https://img.game8.co/4003418/2a104f0b39f147c50bca1e3952ce2c58.png/show
A1 206,Eevee,◇,Basic,60,Colorless,N/A,N/A,Tackle,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Charizard,35,https://img.game8.co/3998362/7414dbc982903a3dd6cd529191995b9c.png/show
A1 207,Eevee,◇,Basic,60,Colorless,N/A,N/A,Tackle,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,35,https://img.game8.co/4006686/3a6c16b9882a68e59dcd0f1df302a4f8.png/show
A1 208,Eevee,◇,Basic,60,Colorless,N/A,N/A,Tackle,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,35,https://img.game8.co/4003423/5a2cc74f2cffa9d2a797f3f3763ba5e3.png/show
A1 209,Porygon,◇◇,Basic,50,Colorless,Data Scan,"Once during your turn, you may look at the top card of your deck.",N/A,N/A,N/A,N/A,Sharpen,*️⃣,20,N/A,1,Genetic Apex (A1) Mewtwo,70,https://img.game8.co/4003538/0f6b9055a3507b991fde9ad4c3d8b132.png/show
A1 210,Aerodactyl,◇◇◇,Stage 1,100,Colorless,N/A,N/A,Primal Wingbeat,*️⃣*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,150,https://img.game8.co/4006291/ef10efd87d7c93de71dcbbc53b1a1071.png/show
A1 211,Snorlax,◇◇◇,Basic,150,Colorless,N/A,N/A,Rollout,*️⃣*️⃣*️⃣*️⃣,70,N/A,N/A,N/A,N/A,N/A,4,Genetic Apex (A1) Pikachu,150,https://img.game8.co/3995575/e6da282941f70b4987f0cdb44eef162c.png/show
A1 212,Minccino,◇,Basic,60,Colorless,N/A,N/A,Tail Smack,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Any,35,https://img.game8.co/4003523/bde0c5085b4496c3b48b2e76e39ab9d7.png/show
A1 213,Cinccino,◇◇,Stage 1,90,Colorless,N/A,N/A,Do the Wave,*️⃣*️⃣*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Any,70,https://img.game8.co/3998346/cfc0a80b75fc6b58456086578f6d925a.png/show
A1 214,Wooloo,◇,Basic,70,Colorless,N/A,N/A,Tackle,*️⃣*️⃣,30,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Any,35,https://img.game8.co/3995583/0aa65f7e80849f5ff5075a7b4ceb4bcf.png/show
A1 215,Dubwool,◇,Stage 1,120,Colorless,N/A,N/A,Rolling Tackle,*️⃣*️⃣*️⃣,80,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Any,35,https://img.game8.co/3998330/756181084ff47181399e8a4f53547840.png/show
A1 216,Helix Fossil,◇,N/A,N/A,Item,N/A,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,35,https://img.game8.co/4004042/6f1a71c0a509b36ccf7dd29bf8bfa967.png/show
A1 217,Dome Fossil,◇,N/A,N/A,Item,N/A,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,35,https://img.game8.co/4003420/3a48e38a9b18a8b2cbbe31cf2ab073ce.png/show
A1 218,Old Amber,◇,N/A,N/A,Item,N/A,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Mewtwo,35,https://img.game8.co/4004046/7f7c477d6e42fd30ea75f71d6e26d51b.png/show
A1 219,Erika,◇◇,N/A,N/A,Supporter,N/A,Heal 50 damage from 1 of your Grass Pokemon.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,70,https://img.game8.co/3995535/5bc1164c2b9a79f4c40f21a8975adbb3.png/show
A1 220,Misty,◇◇,N/A,N/A,Supporter,N/A,"Choose 1 of your Water Pokemon, and flip a coin until you get tails. For each heads, take a Water Energy from your Energy Zone and attach it to that Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,70,https://img.game8.co/4000884/23ddf240cf20e7f45d028c39b070072e.png/show
A1 221,Blaine,◇◇,N/A,N/A,Supporter,N/A,"During this turn, attacks used by your Ninetales, Rapidash, or Magmar do +30 damage to your opponent's Active Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,70,https://img.game8.co/4003402/360b3b8340f9bb16d72ccfcee2e77d48.png/show
A1 222,Koga,◇◇,N/A,N/A,Supporter,N/A,Put your Muk or Weezing in the Active Spot into your hand.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Mewtwo,70,https://img.game8.co/4006599/5e73bc4a027588078823269865149861.png/show
A1 223,Giovanni,◇◇,N/A,N/A,Supporter,N/A,"During this turn, attacks used by your Pokemon do +10 damage to your opponent's Active Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Mewtwo,70,https://img.game8.co/4004047/6feadf37e41d8f0974ff9041ea4e5612.png/show
A1 224,Brock,◇◇,N/A,N/A,Supporter,N/A,Take a Fighting Energy from your Energy Zone and attach it to Golem or Onix.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,70,https://img.game8.co/3995521/f1b8235c638e64025383439980233625.png/show
A1 225,Sabrina,◇◇,N/A,N/A,Supporter,N/A,Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,70,https://img.game8.co/4000883/c336f16fef841ed9fd954977a134344e.png/show
A1 226,Lt. Surge,◇◇,N/A,N/A,Supporter,N/A,"Move all Electric Energy from your Benched Pokemon to your Raichu, Electrode, or Electabuzz in the Active Spot.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,70,https://img.game8.co/4003515/ad83ced6f5c6f10d8a78640d1a1d497f.png/show
A1 227,Bulbasaur,☆,Basic,70,Grass,N/A,N/A,Vine Whip,🟢*️⃣,40,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/3998329/0e9fc1153da201124cf34cf3b2e19e85.png/show
A1 228,Gloom,☆,Stage 1,80,Grass,N/A,N/A,Drool,🟢*️⃣,40,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,400,https://img.game8.co/4003430/8f731654dfe6ac762a19e7c97d160106.png/show
A1 229,Pinsir,☆,Basic,90,Grass,N/A,N/A,Double Horn,🟢🟢,N/A,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,400,https://img.game8.co/4003536/36d7faa5f69430099603927d89739743.png/show
A1 230,Charmander,☆,Basic,60,Fire,N/A,N/A,Ember,🔴,30,Discard a Fire Energy from this Pokemon.,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Charizard,400,https://img.game8.co/3998370/8d22416e59377d0a7b264435acd74d5c.png/show
A1 231,Rapidash,☆,Stage 1,100,Fire,N/A,N/A,Fire Mane,🔴,40,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Charizard,400,https://img.game8.co/4003540/39df1d269f5fc61d07c7be1cf36edf0c.png/show
A1 232,Squirtle,☆,Basic,60,Water,N/A,N/A,Water Gun,🔵,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,400,https://img.game8.co/3995576/fdbc69a9416a23429a33d8b7bddabecc.png/show
A1 233,Gyarados,☆,Stage 1,150,Water,N/A,N/A,Hyper Beam,🔵🔵🔵🔵,100,Discard a random Energy from your opponent's Active Pokemon.,N/A,N/A,N/A,N/A,4,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4003510/43149edce21c416e7bfc25466f4a50d8.png/show
A1 234,Lapras,☆,Basic,100,Water,N/A,N/A,Hydro Pump,🔵,20,"If this Pokemon has at least 3 extra Water Energy attached, this attack does 70 more damage.",N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,400,https://img.game8.co/3995546/5565a86b915faf786b67c13bce355030.png/show
A1 235,Electrode,☆,Stage 1,80,Lightning,N/A,N/A,Electro Ball,🟡🟡,70,N/A,N/A,N/A,N/A,N/A,0,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4006299/164e655e9ef51c7e87b0088a8e11f76d.png/show
A1 236,Alakazam,☆,Stage 2,130,Psychic,N/A,N/A,Psychic,🟣*️⃣*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,400,https://img.game8.co/4003398/2781900ee1e5f71b5a4a7c3213c915f7.png/show
A1 237,Slowpoke,☆,Basic,70,Psychic,N/A,N/A,Tail Whap,🟣*️⃣,30,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Charizard,400,https://img.game8.co/4003543/5770fc7a4878760c0d2b322579f5db07.png/show
A1 238,Diglett,☆,Basic,50,Fighting,N/A,N/A,Mud-Slap,🟤,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4003415/948ac4c249bf3f8b2d6f7e6958c7a745.png/show
A1 239,Cubone,☆,Basic,60,Fighting,N/A,N/A,Growl,*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4006296/76cce8fcd59a1569404181bc2b401de6.png/show
A1 240,Nidoqueen,☆,Stage 2,140,Darkness,N/A,N/A,Lovestrike,⚫⚫*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4003525/cb4f6f4897b3974c41576d102b7ab4ca.png/show
A1 241,Nidoking,☆,Stage 2,150,Darkness,N/A,N/A,Poison Horn,⚫⚫*️⃣,90,Your opponent's Active Pokemon is now Poisoned.,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4006825/6a1b3b097957a4a0637a1cafcc57c879.png/show
A1 242,Golbat,☆,Stage 1,40,Darkness,N/A,N/A,Wing Attack,*️⃣,40,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4003506/2a1cd3c9b1fdcbb900b0ce2886d1ec43.png/show
A1 243,Weezing,☆,Stage 1,110,Darkness,Gas Leak,"Once during your turn, if this Pokemon is in the Active Spot, you may make your opponent's Active Pokemon Poisoned.",N/A,N/A,N/A,N/A,Tackle,⚫,30,N/A,3,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4003552/5626c04911ff7b0a31ca2da102a72b70.png/show
A1 244,Dragonite,☆,Stage 2,160,Dragon,N/A,N/A,Draco Meteor,🔵🟡*️⃣*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4006603/a78574d9760d8f46021f9f2044256e41.png/show
A1 245,Pidgeot,☆,Stage 2,130,Colorless,Drive Off,"Once during your turn, you may switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)",N/A,N/A,N/A,N/A,Wing Attack,*️⃣*️⃣,70,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/3995559/0eaf9c41df36639f10e40dc720e33c0a.png/show
A1 246,Meowth,☆,Basic,60,Colorless,N/A,N/A,Pay Day,*️⃣,10,Draw 1 card.,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Charizard,400,https://img.game8.co/3995550/8168097e123bb4e439ff7e4258a4948d.png/show
A1 247,Ditto,☆,Basic,70,Colorless,N/A,N/A,Copy Anything,*️⃣,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4003417/bf41eda948bc197b182a5164fe7b314b.png/show
A1 248,Eevee,☆,Basic,60,Colorless,N/A,N/A,Tackle,*️⃣,20,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4006298/a3f453ef2786fd0d620f98d4d6b6ba4b.png/show
A1 249,Porygon,☆,Basic,50,Colorless,Data Scan,"Once during your turn, you may look at the top card of your deck.",N/A,N/A,N/A,N/A,Sharpen,*️⃣,20,N/A,1,Genetic Apex (A1) Mewtwo,400,https://img.game8.co/4003537/09592d9582fbb1e5cd78be13565c2a87.png/show
A1 250,Snorlax,☆,Basic,150,Colorless,N/A,N/A,Rollout,*️⃣*️⃣*️⃣*️⃣,70,N/A,N/A,N/A,N/A,N/A,4,Genetic Apex (A1) Pikachu,400,https://img.game8.co/4006318/f113d0e6bb96dd18cb6ed0094279c25d.png/show
A1 251,Venusaur ex,☆☆,Stage 2,190,Grass,N/A,N/A,Razor Leaf,🟢*️⃣*️⃣,60,N/A,Giant Bloom,🟢🟢*️⃣*️⃣,100,Heal 30 damage from this Pokemon.,3,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4006320/46d757ec19e48106d126fb983f6cc3a9.png/show
A1 252,Exeggutor ex,☆☆,Stage 1,160,Grass,N/A,N/A,Tropical Swing,🟢,N/A,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006601/069a5adf7809808c40f191f981c87e2e.png/show
A1 253,Charizard ex,☆☆,Stage 2,180,Fire,N/A,N/A,Slash,🔴*️⃣*️⃣,60,N/A,Crimson Storm,🔴🔴*️⃣*️⃣,200,Discard 2 Fire Energy from this Pokemon.,2,Genetic Apex (A1) Charizard,1250,https://img.game8.co/3995525/18e37c47affcd450ba9c796c8d61df82.png/show
A1 254,Arcanine ex,☆☆,Stage 1,150,Fire,N/A,N/A,Inferno Onrush,🔴🔴*️⃣,120,This Pokemon also does 20 damage to itself.,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006604/7c2541e061600e9c8906866c46e61f6d.png/show
A1 255,Moltres ex,☆☆,Basic,140,Fire,N/A,N/A,Inferno Dance,🔴,N/A,N/A,Heat Blast,🔴*️⃣*️⃣,70,N/A,2,Genetic Apex (A1) Charizard,1250,https://img.game8.co/3995555/69a05c43883158f9223dcefcbeb836b8.png/show
A1 256,Blastoise ex,☆☆,Stage 2,180,Water,N/A,N/A,Surf,🔵*️⃣,40,N/A,Hydro Bazooka,🔵🔵*️⃣,N/A,N/A,3,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4003404/74a6d7a3866978dfd12b6fbbdd3ec049.png/show
A1 257,Starmie ex,☆☆,Stage 1,130,Water,N/A,N/A,Hydro Splash,🔵🔵,90,N/A,N/A,N/A,N/A,N/A,0,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006319/658ece44b06ffe49270ed013a4d992f2.png/show
A1 258,Articuno ex,☆☆,Basic,140,Water,N/A,N/A,Ice Wing,🔵*️⃣,40,N/A,Blizzard,🔵🔵🔵,80,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,2,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4006292/f18219733f9466a19ab2b3c21b4df5dd.png/show
A1 259,Pikachu ex,☆☆,Basic,120,Lightning,N/A,N/A,Circle Circuit,🟡🟡,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006317/d9eccaae10cd1e6a6e42cdf775d4df3b.png/show
A1 260,Zapdos ex,☆☆,Basic,130,Lightning,N/A,N/A,Peck,🟡,20,N/A,Thundering Hurricane,🟡🟡🟡,N/A,N/A,2,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006324/72931228894858cb2a0f917c118b8b10.png/show
A1 261,Gengar ex,☆☆,Stage 2,170,Psychic,Shadowy Spellbind,"As long as this Pokemon is in the Active Spot, your opponent can't use any Supporter cards from their hand.",N/A,N/A,N/A,N/A,Spooky Shot,🟣🟣🟣,100,N/A,2,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4009511/4c11bbf1d9de86d55e5364cb86886b0d.png/show
A1 262,Mewtwo ex,☆☆,Basic,150,Psychic,N/A,N/A,Psychic Sphere,🟣*️⃣,50,N/A,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,2,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4006310/fba1500128ca575a4a98cfbd1c54c694.png/show
A1 263,Machamp ex,☆☆,Stage 2,180,Fighting,N/A,N/A,Mega Punch,🟤🟤🟤,120,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006307/5d4c7ea056aa8522b2da330627267a25.png/show
A1 264,Marowak ex,☆☆,Stage 1,140,Fighting,N/A,N/A,Bonemerang,🟤🟤,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4003519/857dcd5288999d90ec51356bcde97a35.png/show
A1 265,Wigglytuff ex,☆☆,Stage 1,140,Colorless,N/A,N/A,Sleepy Song,*️⃣*️⃣*️⃣,80,Your opponent's Active Pokemon is now Asleep.,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006322/85193b4d376896a51e19d41f633bbb3c.png/show
A1 266,Erika,☆☆,N/A,N/A,Supporter,N/A,Heal 50 damage from 1 of your Grass Pokemon.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006301/e377eb2d11dc67d3a56e5d8266ee7dbc.png/show
A1 267,Misty,☆☆,N/A,N/A,Supporter,N/A,"Choose 1 of your Water Pokemon, and flip a coin until you get tails. For each heads, take a Water Energy from your Energy Zone and attach it to that Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006313/883b68da489048a408c4b042d3e9f3a7.png/show
A1 268,Blaine,☆☆,N/A,N/A,Supporter,N/A,"During this turn, attacks used by your Ninetales, Rapidash, or Magmar do +30 damage to your opponent's Active Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4009514/a2735a2f51c75b7de641e1ffc015093f.png/show
A1 269,Koga,☆☆,N/A,N/A,Supporter,N/A,Put your Muk or Weezing in the Active Spot into your hand.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4004062/0c2bbaf7e3e34c46d1593b6780108de9.png/show
A1 270,Giovanni,☆☆,N/A,N/A,Supporter,N/A,"During this turn, attacks used by your Pokemon do +10 damage to your opponent's Active Pokemon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4006600/181c9ad102c86d25cd7fc4110324e035.png/show
A1 271,Brock,☆☆,N/A,N/A,Supporter,N/A,Take a Fighting Energy from your Energy Zone and attach it to Golem or Onix.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006295/45b892bab21569de57759d90f85a6368.png/show
A1 272,Sabrina,☆☆,N/A,N/A,Supporter,N/A,Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Charizard,1250,https://img.game8.co/3995570/5363412994d6d586a28f14002fd2919d.png/show
A1 273,Lt. Surge,☆☆,N/A,N/A,Supporter,N/A,"Move all Electric Energy from your Benched Pokemon to your Raichu, Electrode, or Electabuzz in the Active Spot.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006305/8742024b4fa2f2d51cde1662b0207935.png/show
A1 274,Moltres ex,☆☆,Basic,140,Fire,N/A,N/A,Inferno Dance,🔴,N/A,N/A,Heat Blast,🔴*️⃣*️⃣,70,N/A,2,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006314/4b2780b9486d31b4ba3e676f1efdddfc.png/show
A1 275,Articuno ex,☆☆,Basic,140,Water,N/A,N/A,Ice Wing,🔵*️⃣,40,N/A,Blizzard,🔵🔵🔵,80,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,2,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/3995518/1a7462d806bf260c2e9d310c79337d86.png/show
A1 276,Zapdos ex,☆☆,Basic,130,Lightning,N/A,N/A,Peck,🟡,20,N/A,Thundering Hurricane,🟡🟡🟡,N/A,N/A,2,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4006595/b23afefb20009f237f67574c1df4e15e.png/show
A1 277,Gengar ex,☆☆,Stage 2,170,Psychic,Shadowy Spellbind,"As long as this Pokemon is in the Active Spot, your opponent can't use any Supporter cards from their hand.",N/A,N/A,N/A,N/A,Spooky Shot,🟣🟣🟣,100,N/A,2,Genetic Apex (A1) Mewtwo,1250,https://img.game8.co/4006304/6d99f4800a08971b09a53537d16b3a51.png/show
A1 278,Machamp ex,☆☆,Stage 2,180,Fighting,N/A,N/A,Mega Punch,🟤🟤🟤,120,N/A,N/A,N/A,N/A,N/A,3,Genetic Apex (A1) Charizard,1250,https://img.game8.co/4006309/6bf549fc24608f9a0b9ceab9e5a415a0.png/show
A1 279,Wigglytuff ex,☆☆,Stage 1,140,Colorless,N/A,N/A,Sleepy Song,*️⃣*️⃣*️⃣,80,Your opponent's Active Pokemon is now Asleep.,N/A,N/A,N/A,N/A,2,Genetic Apex (A1) Pikachu,1250,https://img.game8.co/4003553/29add5661f1e274510ee800fc43dead8.png/show
A1 280,Charizard ex,☆☆☆,Stage 2,180,Fire,N/A,N/A,Slash,🔴*️⃣*️⃣,60,N/A,Crimson Storm,🔴🔴*️⃣*️⃣,200,Discard 2 Fire Energy from this Pokemon.,2,Genetic Apex (A1) Charizard,1500,https://img.game8.co/4003413/3e370eaf341ab999848cf8897857a14a.png/show
A1 281,Pikachu ex,☆☆☆,Basic,120,Lightning,N/A,N/A,Circle Circuit,🟡🟡,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Pikachu,1500,https://img.game8.co/4003535/a81d2d3359e2826570e8d56b0bdc1261.png/show
A1 282,Mewtwo ex,☆☆☆,Basic,150,Psychic,N/A,N/A,Psychic Sphere,🟣*️⃣,50,N/A,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,2,Genetic Apex (A1) Mewtwo,1500,https://img.game8.co/3998374/e2c23965071d31ddee3b44f139828f01.png/show
A1 283,Mew,☆☆☆,Basic,60,Psychic,N/A,N/A,Psy Report,🟣,20,Your opponent reveals their hand.,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Special,N/A,https://img.game8.co/4003521/d4c306cd6e9a7b1b7e329a0b222dcb4c.png/show
A1 284,Charizard ex,♛,Stage 2,180,Fire,N/A,N/A,Slash,🔴*️⃣*️⃣,60,N/A,Crimson Storm,🔴🔴*️⃣*️⃣,200,Discard 2 Fire Energy from this Pokemon.,2,Genetic Apex (A1) Any,2500,https://img.game8.co/4003412/b421fe6ecd5abf05495d9bc913dac38c.png/show
A1 285,Pikachu ex,♛,Basic,120,Lightning,N/A,N/A,Circle Circuit,🟡🟡,N/A,N/A,N/A,N/A,N/A,N/A,1,Genetic Apex (A1) Any,2500,https://img.game8.co/4006316/ddc5959a5f198f650fc5cd02977cc92c.png/show
A1 286,Mewtwo ex,♛,Basic,150,Psychic,N/A,N/A,Psychic Sphere,🟣*️⃣,50,N/A,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,2,Genetic Apex (A1) Any,2500,https://img.game8.co/4003522/31cffe0b0a2dccac69c03c84adc1003e.png/show
